id,a2z,lastname,author,profession,nationality,birthdate,deathdate,quote,keywords
39232,c,Cox,Deborah Cox,Musician,Canadian,13/07/1973,NULL,"I think the inspiration came from the fans. Whenever I'm online or whenever I get a chance to really communicate with the fans and the audience, they always say that they would love to have all of the remixes on one CD.","Love, Inspiration, Chance, Fans"
39533,c,Crawford,Cheryl Crawford,Actress,American,24/09/1902,07/10/1986,"Lee's great gifts are teaching and inspirational guidance, not administration and management.","Inspirational, Management, Gifts, Guidance, Teaching"
40100,c,Cross,Wilford O. Cross,-,NULL,NULL,NULL,"Man does not bring to God's altar the stuff of nature in itself, in its initial structure, but something he has made and molded out of nature for the nourishment and the inspiration of men.","Men, Nature, God, Inspiration, Man"
40587,c,Cuomo,Andrew Cuomo,Politician,American,06/12/1957,NULL,"I believe we need to attract a new generation of the best and brightest to public service and I believe that government can be a source of inspiration, not degradation.","Government, Inspiration, Public, Service"
40939,c,Cyrus,Billy Ray Cyrus,Musician,American,25/08/1961,NULL,"The people at the record company had asked me if I could write a song about my life, my relationship with God, and where I'm from. Well, I can't write a song on purpose, my songs come in a moment of inspiration or desperation.","God, Life, People, Inspiration, Purpose, Company, Desperation, Song, Songs"
42144,d,Dass,Ram Dass,Psychologist,American,06/04/1931,NULL,Inspiration is God making contact with itself.,"God, Inspiration"
42254,d,Davidson,John Davidson,Celebrity,American,13/12/1941,NULL,"I don't know why people are so surprised by my live performances. My approach is so simple; every song I sing, every story I tell, every move I make, must move the audience to laughter, tears or inspiration. Otherwise, why should I do it?","People, Inspiration, Laughter, Song, Tears"
43228,d,Dayne,Taylor Dayne,Musician,American,07/03/1962,NULL,My tastes and inspirational artists were always rather eclectic and diverse.,"Inspirational, Artists"
43794,d,DeLillo,Don DeLillo,Novelist,American,20/11/1936,NULL,"I felt Joyce was an influence on my fiction, but in a very general way, as a kind of inspiration and a model for the beauty of language.","Beauty, Inspiration, Fiction, Influence, Language"
44487,d,DeShannon,Jackie DeShannon,Musician,American,21/08/1944,NULL,"I would think, to me, growing up in the south, growing up with all the gospel music, singing in the church and having that rhythm and blues - the blues background was my big inspiration.","Music, Inspiration, Church, Growing up, Singing"
44835,d,Diamond,Neil Diamond,Musician,American,24/01/1941,NULL,"I came back to performing with a different attitude about performing and myself. I wasn't expecting perfection any more, just hoping for an occasional inspiration.","Inspiration, Attitude, Perfection"
46224,d,Dixon,Willie Dixon,Musician,American,01/07/1915,29/01/1992,"The Blues are the true facts of life expressed in words and song, inspiration, feeling, and understanding.","Life, Inspiration, Facts, Feeling, Song, Understanding, Words"
47276,d,Downey,Roma Downey,Actress,Irish,06/05/1960,NULL,This CD became something of a personal journey for me. The tone of the whole CD is uplifting and inspirational. It's an upper. We have enough downers in the world.,"Inspirational, Journey, World"
47968,d,Duke,Patty Duke,Actress,American,14/12/1946,NULL,Human beings have speculated about the relationship between inspiration and insanity for centuries.,"Inspiration, Insanity"
48599,d,Durst,Fred Durst,Musician,American,20/08/1970,NULL,My life. The life I'm living that's where all my inspiration comes from. Real life experiences.,"Life, Inspiration, Living"
49877,e,Edison,Thomas A. Edison,Inventor,American,1847-02-11,18/10/1931,Genius is one percent inspiration and ninety-nine percent perspiration.,"Genius, Inspiration"
49880,e,Edison,Thomas A. Edison,Inventor,American,1847-02-11,18/10/1931,"His genius he was quite content in one brief sentence to define; Of inspiration one percent, of perspiration, ninety nine.","Genius, Inspiration, Content"
51082,e,Elizabeth II,Elizabeth II,Royalty,British,21/04/1926,NULL,"To what greater inspiration and counsel can we turn than to the imperishable truth to be found in this treasure house, the Bible?","Truth, Inspiration, Bible, Treasure"
51242,e,Elliott,Herb Elliott,Athlete,Australian,25/02/1938,NULL,"It is the inspiration of the Olympic Games that drives people not only to compete but to improve, and to bring lasting spiritual and moral benefits to the athlete and inspiration to those lucky enough to witness the athletic dedication.","People, Inspiration, Benefits, Dedication, Games, Spiritual"
51850,e,Emerson,Ralph Waldo Emerson,Poet,American,1803-05-25,1882-04-27,"It is a fact often observed, that men have written good verses under the inspiration of passion, who cannot write well under other circumstances.","Men, Inspiration, Circumstances, Fact, Passion"
52122,e,Englund,Robert Englund,Actor,American,06/06/1949,NULL,I always get inspiration from whatever characters say about my character.,"Inspiration, Character"
52597,e,Erickson,Arthur Erickson,Architect,Canadian,14/06/1924,NULL,"Inspiration in Science may have to do with ideas, but not in Art. In art it is in the senses that are instinctively responsive to the medium of expression.","Art, Science, Inspiration, Ideas, Expression, May, Senses"
52901,e,Eubanks,Kevin Eubanks,Musician,American,15/11/1957,NULL,"Inspiration is one thing and you can't control it, but hard work is what keeps the ship moving. Good luck means, work hard. Keep up the good work.","Work, Inspiration, Control, Hard work, Luck"
55215,f,Filner,Bob Filner,Politician,American,04/09/1942,NULL,"Rosa Parks' courage, determination, and tenacity continue to be an inspiration to all those committed to non-violent protest and change nearly half a century later.","Change, Inspiration, Courage, Determination, Protest, Tenacity"
55366,f,Fiorina,Carly Fiorina,Businessman,American,06/09/1954,NULL,"My mother taught me about the power of inspiration and courage, and she did it with a strength and a passion that I wish could be bottled.","Power, Mother, Inspiration, Courage, Strength, Passion"
55717,f,Fitzgerald,Ella Fitzgerald,Musician,American,25/04/1918,15/06/1996,"Just don't give up trying to do what you really want to do. Where there is love and inspiration, I don't think you can go wrong.","Love, Inspiration, Trying, Want, Wrong"
56229,f,Floyd,Eddie Floyd,Musician,American,25/06/1935,NULL,"The groups, though, were my inspiration way back then. I liked Frankie Lyman and the Teenagers.","Inspiration, Teenagers"
56603,f,Foote,Shelby Foote,Author,American,17/11/1916,27/06/2005,"Most of my inspiration, if that's the word, came from books themselves.","Inspiration, Books, Word"
57462,f,Foss,Lukas Foss,Composer,German,15/08/1922,NULL,In the nineteenth century the more grandiose word inspiration began to replace the word idea in the arts.,"Idea, Inspiration, Word"
58678,f,Frazier,E. Franklin Frazier,Sociologist,American,1894-09-24,17/05/1962,Education in the past has been too much inspiration and too little information.,"Education, Inspiration, Information, Past"
59363,f,Frist,Bill Frist,Politician,American,22/02/1952,NULL,"Education brings about opportunity, and in turn inspiration.","Education, Opportunity, Inspiration"
61147,g,Garciaparra,Nomar Garciaparra,Athlete,American,23/07/1973,NULL,"My inspiration was the game itself, not any individual player in it.",Inspiration
61183,g,Gardiner,Stephen Gardiner,Architect,British,25/04/1924,15/02/2007,Human requirements are the inspiration for art.,"Art, Inspiration"
61202,g,Gardiner,Stephen Gardiner,Architect,British,25/04/1924,15/02/2007,"The exterior cannot do without the interior since it is from this, as from life, that it derives much of its inspiration and character.","Life, Inspiration, Character"
61470,g,Garr,Teri Garr,Actress,American,11/12/1944,NULL,I have worked enough and I am happy to be touring the country speaking about living with MS to give people inspiration and motivation to help themselves.,"Motivation, People, Inspiration, Country, Help, Living"
61744,g,Gasset,Jose Ortega y Gasset,Philosopher,Spanish,1883-05-09,18/10/1955,Better beware of notions like genius and inspiration; they are a sort of magic wand and should be used sparingly by anybody who wants to see things clearly.,"Genius, Inspiration, Magic"
63002,g,Gibb,Robin Gibb,Musician,English,22/12/1949,NULL,Everyone's looking to the urban scene for inspiration now.,"Inspiration, Now"
63022,g,Gibb,Robin Gibb,Musician,English,22/12/1949,NULL,"When Maurice touched a keyboard, it was like something from a movie, magical. He would always give you something from a movie, and you'd go, what did you just play... immediately inspirational writings, amazing. That's what we're going to miss.","Inspirational, Play"
63074,g,Gibbons,Beth Gibbons,Musician,English,04/01/1965,NULL,"The music comes first. When Geoff has made something the inspiration comes automatically. His music is very expressive. But still is is a very difficult process: I have to add something to his music, not push it away. It has to be equal, and I find that very difficult.","Music, Inspiration, First"
64213,g,Glazer,Tom Glazer,Musician,American,02/09/1914,21/02/2003,"For hundreds of years people have talked about artists having inspiration, but often, some persons would say, write us a symphony or write us a song, on commission. The artists would come up with a masterpiece without waiting to have their muse inspire them.","People, Inspiration, Artists, Song, Waiting, Years"
64789,g,Gogh,Vincent Van Gogh,Artist,Dutch,1853-03-30,1890-07-29,Do not quench your inspiration and your imagination; do not become the slave of your model.,"Imagination, Inspiration"
66091,g,Goytisolo,Juan Goytisolo,Poet,Spanish,NULL,NULL,"The writer cannot abandon himself simply to inspiration, and feign innocence vis a vis language, because language is never innocent.","Inspiration, Innocence, Language, Writer"
66643,g,Grant,Joe Grant,Artist,American,15/05/1908,06/05/2005,"What is he? He's a puppeteer and he's got a lot of inspiration all around him, and the fact that they can manipulate the expressions now with ease compared to what it used to be.","Inspiration, Fact, Now"
67369,g,Greenwood,Colin Greenwood,Musician,British,26/06/1969,NULL,Motion Picture Soundtrack on Kid A was another Coltrane inspiration.,Inspiration
67845,g,Griffiths,Bede Griffiths,Clergyman,British,17/12/1906,13/05/1993,The inspiration came suddenly again to surrender to the Mother. It was quite unexpected: And so somehow I made a surrender to the Mother. Then I had an experience of overwhelming love. Waves of love sort of flowed into me.,"Experience, Love, Mother, Inspiration, Surrender"
70495,h,Hannah,Daryl Hannah,Actress,American,03/12/1960,NULL,"I'd like to provide information, inspiration, and access to whatever goods and services are needed to make it super easy for everyone to change their lifestyle to a sustainable one.","Change, Inspiration, Information"
71016,h,Harper,Ben Harper,Musician,American,28/10/1969,NULL,"If it comes out sounding like Dixieland jazz or classical or punk or rock or even slightly metal, that's because that's where I'm going to find inspiration.","Inspiration, Jazz, Punk"
71203,h,Harris,Frank Harris,Author,Irish,1856-02-14,27/08/1931,"The Christian churches were offered two things: the spirit of Jesus and the idiotic morality of Paul, and they rejected the higher inspiration... Following Paul, we have turned the goodness of love into a fiend and degraded the crowning impulse of our being into a capital sin.","Love, Morality, Inspiration, Christian, Being, Churches, Goodness, Sin, Spirit"
72654,h,Hayes,John Michael Hayes,Writer,American,11/05/1919,19/11/2008,"Where does a man get inspiration to write a song like that? Well, he gets it from the landlady once a month.","Inspiration, Man, Song"
72990,h,Hearn,Lafcadio Hearn,Author,Japanese,1850-06-27,26/09/1904,Accordingly the Northern races of Europe found their inspiration in the Bible; and the enthusiasm for it has not yet quite faded away.,"Inspiration, Enthusiasm, Bible, Europe"
74205,h,Henry,Brad Henry,Politician,American,10/06/1963,NULL,"Families are the compass that guide us. They are the inspiration to reach great heights, and our comfort when we occasionally falter.","Inspiration, Comfort"
74868,h,Herrigel,Eugen Herrigel,Philosopher,German,NULL,NULL,"He grows daily more capable of following any inspiration without technical effort, and also of letting inspiration come to him through meticulous observation.","Inspiration, Effort, Observation"
75350,h,Heyerdahl,Thor Heyerdahl,Explorer,Norwegian,06/10/1914,18/04/2002,Civilization grew in the beginning from the minute that we had communication - particularly communication by sea that enabled people to get inspiration and ideas from each other and to exchange basic raw materials.,"People, Civilization, Inspiration, Ideas, Beginning, Communication, Sea"
75620,h,Hikaru,Utada Hikaru,Musician,Japanese,19/01/1983,NULL,"In English, the sounds and melodies I created were an inspiration to me, and words came to me as I explored the sounds, and from there I was able expand on the meaning.","Inspiration, English, Meaning, Words"
75850,h,Hill,Ken Hill,Playwright,British,28/01/1937,23/01/1995,Sometimes just getting out of the house and doing something you haven't done in a long time (or never done!) can open up the doors to musical inspiration.,"Time, Inspiration, Open"
80547,h,Huston,John Huston,Director,American,05/08/1906,28/08/1987,"What to do when inspiration doesn't come; be careful not to spook, get the wind up, force things into position. You must wait around until the idea comes.","Idea, Inspiration, Force, Wind"
81137,i,Iglesias,Enrique Iglesias,Musician,Spanish,08/05/1975,NULL,"My inspiration are the woman, friendship, and loneliness.","Friendship, Inspiration, Loneliness, Woman"
81225,i,Iloilo,Josefa Iloilo,Statesman,Fijian,29/12/1920,NULL,"We need to reach that happy stage of our development when differences and diversity are not seen as sources of division and distrust, but of strength and inspiration.","Development, Inspiration, Strength, Distrust, Diversity"
81276,i,Infante,Guillermo Cabrera Infante,Novelist,Cuban,22/04/1929,21/02/2005,"I do not believe in inspiration, but I must have a title in order to work, otherwise I am lost.","Work, Inspiration, Order"
81382,i,Ingersoll,Robert Green Ingersoll,Lawyer,American,1833-08-11,1899-07-21,The inspiration of the Bible depends upon the ignorance of the gentleman who reads it.,"Inspiration, Bible, Gentleman, Ignorance"
81674,i,Iris,Donnie Iris,Musician,American,28/02/1943,NULL,I get a lot of inspiration from the audience feedback to our live shows.,Inspiration
82084,i,Ives,Charles Ives,Composer,American,1874-10-20,19/05/1954,Every great inspiration is but an experiment.,Inspiration
82706,j,Jackson,Wanda Jackson,Musician,American,20/10/1937,NULL,"Getting comments like that from even the young people at the shows who probably aren't singers, the girls who just tell me that I'm an inspiration to them, for one reason or another.","People, Inspiration, Girls, Reason"
82830,j,Jacobsen,Arne Jacobsen,Architect,Danish,11/02/1902,24/03/1971,"But inspiration? - That's when you come home from abroad and are asked: Well, have you found inspiration? - and fortunately you haven't. But the impressions sink in, of course, and may emerge later: None of us has invented the house; that was done many thousands of years ago.","Home, Inspiration, May, Years"
83719,j,Jean,Wyclef Jean,Musician,American,17/10/1972,NULL,I know that the nice shines I have on is going to pass. The nice cars will pass. All that will stay is the music and the work. That's where I get the inspiration to help people out and work.,"Music, Work, People, Inspiration, Help, Will"
84544,j,Joel,Billy Joel,Musician,American,09/05/1949,NULL,"Don't make music for some vast, unseen audience or market or ratings share or even for something as tangible as money. Though it's crucial to make a living, that shouldn't be your inspiration. Do it for yourself.","Music, Money, Inspiration, Living"
85015,j,Johnson,Eyvind Johnson,Author,Swedish,29/07/1900,25/08/1976,"From the throes of inspiration and the eddies of thought the poet may at last be able to arrive at, and convey the right admixture of words and meaning.","Thought, Inspiration, May, Meaning, Right, Words"
87359,k,Kagan,Elena Kagan,Judge,American,28/04/1960,NULL,I owe a debt of gratitude to two other living Justices. Sandra Day O'Connor and Ruth Bader Ginsburg paved the way for me and so many other women in my generation. Their pioneering lives have created boundless possibilities for women in the law. I thank them for their inspiration and also for the personal kindnesses they have shown me.,"Women, Gratitude, Inspiration, Day, Debt, Law, Living, Possibilities"
87804,k,Kapoor,Anil Kapoor,Actor,Indian,24/12/1959,NULL,Not exactly but I get inspiration from stories which are unconventional.,Inspiration
88245,k,Katzenberg,Jeffrey Katzenberg,Producer,American,21/12/1950,NULL,Inspiration comes from all different places.,Inspiration
88688,k,Keenan,Maynard James Keenan,Musician,American,17/04/1964,NULL,"I just hope that our fans are people who are inspired by music, and just use our music as a background or inspiration for whatever it is they do.","Music, People, Inspiration, Hope, Fans"
88923,k,Keller,Thomas Keller,Celebrity,American,14/10/1955,NULL,"The book is there for inspiration and as a foundation, the fundamentals on which to build.",Inspiration
90087,k,Keys,Alicia Keys,Musician,American,25/01/1981,NULL,"It's not until I hear songs that I've done, that I realize how much of an inspiration music from the '60s and '70s has been.","Music, Inspiration, Songs"
90705,k,Kim,Lil' Kim,Musician,American,11/07/1975,NULL,It was a very emotional dinner... Everyone shared personal stories about her and gave her words of encouragement and inspiration. Everyone tried to remain positive.,"Inspiration, Positive, Encouragement, Words"
91000,k,King,Peter King,Politician,American,05/04/1944,NULL,"I support mosques, obviously. We need churches, temples, mosques. Whatever people use to speak with their god or to receive spiritual inspiration is good for the country. But the symbolism of it at ground zero, within two blocks or three blocks, I believe is wrong.","God, People, Inspiration, Churches, Country, Spiritual, Support, Wrong"
91013,k,King,Richard King,Director,NULL,NULL,NULL,"If a violent act towards a woman takes place, and the inspiration for that act is violence in cinema, the inspiration for that act would have come from somewhere else if movies didn't exist.","Movies, Inspiration, Act, Cinema, Violence, Woman"
91953,k,Klein,Naomi Klein,Journalist,Canadian,08/05/1970,NULL,"When Nike says, just do it, that's a message of empowerment. Why aren't the rest of us speaking to young people in a voice of inspiration?","People, Inspiration, Empowerment, Rest, Voice"
92323,k,Knowles,Beyonce Knowles,Musician,American,04/09/1981,NULL,"Diana Ross is a big inspiration to all of us. We all grew up watching everything about her - her mike placement, her grace, her style and her class.","Inspiration, Class, Grace, Style"
93500,k,Kricfalusi,John Kricfalusi,Artist,Canadian,09/09/1955,NULL,The only character I ever remember actually creating in a flash of inspiration was George Liquor. God planted that in my head in an instant.,"God, Inspiration, Character, Liquor"
94254,k,Kweli,Talib Kweli,Musician,American,03/10/1975,NULL,So I just had to step up how I was doing it and the moment that I stepped up and the moment I focused all my energy on that is when things started to happen. So there's a direct relationship between my inspiration and my output.,"Inspiration, Energy"
94508,l,Lactantius,Lactantius,Author,NULL,NULL,NULL,"The prophets, who were very many, proclaim and declare the one God; for, being filled with the inspiration of the one God, they predicted things to come, with agreeing and harmonious voice.","God, Inspiration, Being, Voice"
94685,l,Lagerfeld,Karl Lagerfeld,Designer,German,10/09/1938,NULL,"Yes, and I can sit down on a white piece of paper and work because I don't believe too much into inspiration, only I'm waiting for inspiration, work and then inspiration may come. It's a little too easy to say that.","Work, Inspiration, May, Waiting"
95900,l,Larkin,James Larkin,Activist,Irish,1875-01-21,30/01/1947,"We are now on the threshold of a newer movement, with a newer hope and a new inspiration.","Inspiration, Hope, Now"
96544,l,Law,Jude Law,Actor,British,29/12/1972,NULL,Personally speaking there's only so long you can go from film to film to film. There's an inspiration an actor gets from the stage.,"Inspiration, Actor, Film"
97421,l,Lee,Ang Lee,Director,Chinese,23/10/1954,NULL,"Directing, I get all kinds of inspiration. It's working with people. It's a lot more fun.","People, Inspiration, Fun"
98124,l,L'Engle,Madeleine L'Engle,Novelist,American,29/11/1918,06/09/2007,"Inspiration usually comes during work, rather than before it.","Work, Inspiration"
98225,l,Lennon,Julian Lennon,Musician,English,08/04/1963,NULL,My dad's music was a great inspiration to me.,"Music, Dad, Inspiration"
98248,l,Lennon,Sean Lennon,Musician,American,09/10/1975,NULL,"For me, songwriting is something I have to do ritually. I don't just wait for inspiration; I try to write a little bit every day.","Inspiration, Day"
99762,l,Lifeson,Alex Lifeson,Musician,Canadian,27/08/1953,NULL,"I think that's given inspiration to other musicians. I know, particularly through the 90s, a lot of bands would cite Rush as an influence. I don't think it was so much our music, but more the way we really stuck to our guns.","Music, Inspiration, Influence, Musicians"
100507,l,Lint,Charles de Lint,Writer,Canadian,22/12/1951,NULL,"One expected growth, change; without it, the world was less, the well of inspiration dried up, the muses fled.","Change, Inspiration, Growth, World"
100692,l,Liszt,Franz Liszt,Composer,Hungarian,1811-10-22,1886-07-31,"Inspiration is enough to give expression to the tone in singing, especially when the song is without words.","Inspiration, Expression, Singing, Song, Words"
100980,l,Lloyd,Robert Lloyd,Poet,English,NULL,NULL,"I don't really care who gets their inspiration from where, it's the end results that count.","Inspiration, Care, End, Results"
